ride_id,point_idx,latitude,longitude,timestamp,meter_reading,meter_increment,ride_status,passenger_count
930b05f5-ce98-4788-b214-258a35e7ed17,2832,40.740680000000005,-73.97887,2021-12-24T23:57:47.639Z,56.23912,0.019858446,enroute,3
8da438ca-4417-4e92-84f7-5923352baad3,187,40.74851,-73.988710000000012,2021-12-24T23:57:48.415Z,7.412613,0.03963964,enroute,1
33275b41-18fb-4a12-9195-e5d9f587b7b4,13,40.754180000000005,-73.978310000000008,2021-12-24T23:57:51.851Z,0.32059622,0.024661247,enroute,2
abd0c7ef-bed0-47d0-afde-d4ce86aaa963,661,40.708810000000007,-73.997980000000013,2021-12-24T23:57:51.936Z,15.259181,0.023084994,enroute,1
e69de012-1911-4b8f-ae83-df37727ad72f,2361,40.692240000000005,-73.810880000000012,2021-12-24T23:57:51.660Z,53.277172,0.022565512,enroute,1
16eb7b88-decd-436a-a807-980bb876f52e,198,40.743370000000006,-73.99392,2021-12-25T00:40:27.622Z,5.749016,0.029035432,enroute,1
807e24ed-5288-47d3-9030-9244231e8cc2,344,40.777690000000007,-73.9548,2021-12-24T23:57:47.405Z,11.251474,0.032707773,enroute,1
a58084f1-d120-4373-99dd-973eac30533d,1090,40.719980000000007,-73.94458,2021-12-24T23:57:47.519Z,24.693756,0.022654822,enroute,1
2612ae47-2d0f-401b-a478-8530c99b5727,266,40.756530000000005,-73.972360000000009,2021-12-24T23:57:48.035Z,9.405525,0.035359118,enroute,1
e692efb5-5c79-4170-97b6-f7bba6a8a90d,1136,40.680530000000005,-73.991070000000008,2021-12-24T23:57:48.075Z,40.195465,0.035383333,enroute,1
87bbaaec-4b8f-4ac8-a770-ed7891be7020,486,40.66723,-73.80032,2021-12-24T23:57:48.303Z,8.697069,0.017895203,enroute,1
0db90752-2816-433c-ac5d-78225fdf1910,119,40.791430000000005,-73.96859,2021-12-24T23:57:48.548Z,3.5566292,0.02988764,enroute,1
8bd6716d-8e6b-40c3-ac8b-814764b33e67,325,40.77342,-73.957910000000012,2021-12-25T00:40:28.522Z,11.441684,0.03520518,enroute,3
cad08b80-8cb8-4f88-89f7-7ab6d6aa463c,798,40.735510000000005,-73.91629,2021-12-25T00:40:28.635Z,21.351622,0.026756419,enroute,2
acd47af7-6d41-4e22-994d-d671711ff355,28,40.77049,-73.864960000000011,2021-12-24T23:57:46.952Z,0.78882456,0.028172307,enroute,1
8d8ca679-e7c8-4e64-a3dd-f8e08174ed1e,65,40.77624,-73.96429,2021-12-25T00:40:28.684Z,3.0612903,0.047096774,enroute,4
f2ec49a8-1b25-452b-883d-f5286b37b929,783,40.751630000000006,-73.96519,2021-12-24T23:57:46.663Z,20.507143,0.026190476,enroute,1
03470884-07d3-4ca1-96fb-eb2de12e64e9,123,40.76133,-74.001860000000008,2021-12-24T23:57:47.248Z,5.617323,0.04566929,enroute,3
fcecaf80-833a-4d4e-8dbf-5d23939e3142,59,40.75001,-73.99881,2021-12-24T23:57:47.597Z,3.4778945,0.058947366,enroute,1
b1d4240a-3a95-494a-9d5b-417b96019418,593,40.733410000000006,-73.97466,2021-12-24T23:57:47.678Z,15.851662,0.026731301,enroute,1
0436cbe9-7adf-4f37-9fd9-84c83c7c0ee9,438,40.71027,-73.986860000000007,2021-12-24T23:57:47.731Z,9.146884,0.020883296,enroute,1
018f6b27-b9a0-402e-9c5b-f68b681e5078,137,40.75202,-73.997340000000008,2021-12-24T23:57:48.152Z,5.8482213,0.042687748,enroute,1
3a3a9248-13aa-4e3d-a9fb-50c6f07f14ea,1376,40.699110000000005,-73.96257,2021-12-24T23:57:48.418Z,26.436388,0.019212492,enroute,1
b810a1d3-b0fa-43e9-b45a-aca01f0c3267,1471,40.72113,-73.85933,2021-12-24T23:57:51.809Z,38.57779,0.026225554,enroute,1
8cf7c314-2072-4be9-86a2-07d7ba708e4b,5,40.73906,-74.0031,2021-12-24T23:57:47.843Z,0.33084577,0.06616916,enroute,1
b71d8e47-a233-4b9e-9110-f4c843c41dcf,1155,40.728800000000007,-73.833220000000011,2021-12-24T23:57:47.895Z,22.736252,0.019685067,enroute,5
a50e9c51-472b-46c9-8a15-eb40e26ffa8c,170,40.73322,-73.999860000000012,2021-12-24T23:57:52.725Z,7.1317077,0.04195122,enroute,3
3c32a921-1754-4a11-bf17-a93b71d4b479,108,40.722910000000006,-73.98866000000001,2021-12-24T23:57:48.167Z,5.3632655,0.049659867,enroute,1
be5fb869-7fdd-4650-b945-00eafcc15b2d,161,40.742430000000006,-73.982620000000011,2021-12-24T23:57:48.195Z,5.888,0.03657143,enroute,6
83699b01-b2a7-4cfc-be90-6d5ebd4a4af1,15,40.73358,-73.991040000000012,2021-12-24T23:57:48.263Z,0.7864583,0.052430555,enroute,1
b4f2b2df-b110-4b0d-9368-2801b2439d38,86,40.72639,-74.00748,2021-12-25T00:40:28.012Z,4.644,0.054,enroute,1
5c885721-7fea-471b-accb-388047cf8699,456,40.717780000000005,-73.975090000000009,2021-12-25T00:40:28.344Z,9.707812,0.021289062,enroute,1
eb8ce3d8-4d52-406b-a48a-9402a96dc59a,307,40.76765,-73.9963,2021-12-24T23:57:46.794Z,7.2544518,0.023630137,enroute,1
e6b1acdf-c0ec-4692-8332-2e183d060c04,50,40.74945,-73.98296,2021-12-24T23:57:48.022Z,1.5422078,0.030844156,enroute,1
00fbf79e-186c-48fc-a33e-0b9b85e9ff9d,162,40.748630000000006,-73.98022,2021-12-24T23:57:48.347Z,7.714286,0.04761905,enroute,1
3206f76b-956d-4585-a531-947cbadabf25,237,40.74421,-73.999280000000013,2021-12-24T23:57:48.387Z,8.962909,0.037818182,enroute,3
53f57cf8-a43d-477d-b5f8-74ebd4067773,68,40.76417,-73.98474,2021-12-24T23:57:51.746Z,2.0467105,0.030098682,enroute,1
7cabeec7-fbce-4644-abb1-d4dfe311cbb3,683,40.78112,-73.987230000000011,2021-12-24T23:57:51.923Z,14.626746,0.02141544,enroute,1
64f3c32a-e8ca-4373-9f95-0ddd433094c8,1988,40.730850000000004,-73.91525,2021-12-24T23:57:51.962Z,40.117825,0.020179993,enroute,1
f33ffe16-cce1-4208-98bb-56036478131a,233,40.75903,-73.99589,2021-12-24T23:57:47.923Z,8.430921,0.03618421,enroute,5
b1435efe-5ac6-469e-89d1-863e141530b8,72,40.74085,-73.97292,2021-12-24T23:57:52.728Z,2.5223947,0.03503326,enroute,1
b4c49a56-bc6d-404d-a359-5cef37d8131f,228,40.75994,-73.96782,2021-12-25T00:40:28.070Z,8.559728,0.037542664,enroute,2
bade1953-1da5-415d-9da3-38d48080f17e,127,40.79561,-73.97717,2021-12-25T00:40:28.122Z,3.1390953,0.024717286,enroute,1
d15c7a62-1444-4a4e-b945-3abbdc86e94d,326,40.76677,-73.89601,2021-12-24T23:57:47.554Z,6.046588,0.018547816,enroute,1
985b30bb-6677-4376-aee1-7107a6fde956,2174,40.6957,-73.81283,2021-12-24T23:57:47.801Z,60.572617,0.02786229,enroute,1
5ea9d7de-1f06-40f2-9550-c7deccb2fa9f,200,40.783930000000005,-73.965780000000009,2021-12-24T23:57:48.344Z,6.3343105,0.031671554,enroute,1
76018a04-6bce-4835-bdad-79f97458ae16,142,40.76012,-73.98769,2021-12-24T23:57:47.170Z,6.2504277,0.044017095,enroute,1
03ac80a4-1ebe-4c89-82dd-8b163920d6fd,36,40.733590000000007,-73.999500000000012,2021-12-24T23:57:47.516Z,1.5896103,0.044155844,enroute,1
0fdeadd2-1c9c-4353-b695-0b837a341e2c,2682,40.74606,-73.97221,2021-12-24T23:57:48.083Z,66.83418,0.02491953,enroute,2
5e7689b2-6813-43a3-87fe-9ad8e76f81b0,189,40.753890000000006,-73.995960000000011,2021-12-24T23:57:48.111Z,5.592329,0.029589042,enroute,1
99369649-4bf5-401f-91ab-ea8d86f0761c,697,40.706970000000005,-73.95789,2021-12-24T23:57:48.137Z,18.561413,0.026630433,enroute,6
a07acab5-ecb0-407d-a65b-1462fd6cdec3,352,40.80181,-73.95346,2021-12-24T23:57:48.439Z,13.25432,0.037654318,enroute,1
df8f1bdb-a88a-4c45-afb2-9e10d7ca04d0,451,40.769000000000005,-73.909140000000008,2021-12-24T23:57:51.816Z,11.892612,0.026369428,enroute,5
0a4970f7-12b9-4309-a0da-3dfff37cdeca,1424,40.75092,-73.85111,2021-12-24T23:57:47.790Z,35.54359,0.024960386,enroute,1
6f2f8819-70a1-49b6-9836-209f6c98e93c,554,40.666680000000007,-73.8117,2021-12-24T23:57:48.618Z,11.867922,0.02142224,enroute,1
5dbcc9ed-53a5-4c17-a572-a40af916f964,66,40.747980000000005,-73.99512,2021-12-24T23:57:52.734Z,3.0951726,0.046896555,enroute,1
b370afb8-e17c-44d7-ada9-0843a5b7db89,1177,40.73095,-73.834340000000012,2021-12-25T00:40:27.963Z,22.704918,0.0192905,enroute,1
a81887c2-2b66-4dea-9866-ef80b64b4213,189,40.782720000000005,-73.982350000000011,2021-12-24T23:57:46.929Z,7.8817024,0.04170213,enroute,1
bff42305-89ea-4d48-bd5f-d06126c9168b,455,40.71746,-74.00354,2021-12-24T23:57:47.049Z,13.20182,0.02901499,enroute,1
c76b1503-a300-439b-a674-cc3a510c612e,51,40.716040000000007,-73.98715,2021-12-24T23:57:47.371Z,3.8921053,0.07631579,enroute,1
3f3597fe-dc01-4f79-8aca-5d771ea3de10,180,40.747020000000006,-73.979160000000007,2021-12-24T23:57:46.562Z,7.558719,0.041992884,enroute,5
2ea40be8-6240-4088-aded-0c24ed4ffe4a,192,40.76825,-73.98548000000001,2021-12-24T23:57:47.555Z,6.3396225,0.03301887,enroute,2
e55c34aa-fcfd-4a01-869e-ac82056076d1,2079,40.73084,-73.91504,2021-12-24T23:57:47.555Z,37.413494,0.017995909,enroute,1
885cfac8-b4b7-4026-bf9f-de48e8566c8c,3014,40.735940000000006,-73.999620000000007,2021-12-24T23:57:47.631Z,63.941956,0.021214982,enroute,1
177e2127-5b30-4f51-9e3c-a5312e291098,1416,40.76216,-73.95717,2021-12-24T23:57:48.403Z,30.967478,0.021869687,enroute,6
b5ecb3ca-fffc-4e85-aff1-8a7aa95f3628,263,40.75446,-73.984400000000008,2021-12-24T23:57:51.729Z,10.654872,0.040512823,enroute,1
b1b66fbd-0c4b-4062-8bea-f1243bd745da,386,40.80416,-73.93107,2021-12-24T23:57:51.855Z,10.293333,0.026666665,enroute,6
eff89d19-72b1-454b-867e-657eb1a90fe1,131,40.75536,-73.96965,2021-12-24T23:57:48.002Z,5.017021,0.038297873,enroute,2
f4aa3624-3cb9-4169-9328-f92ef072447b,121,40.74148,-73.99757000000001,2021-12-24T23:57:48.587Z,6.3514233,0.052491102,enroute,1
f8b0ac9a-3086-4745-b9fa-3885c01308e2,300,40.766020000000005,-73.9975,2021-12-25T00:40:28.977Z,8.626707,0.02875569,enroute,1
b42c588a-87ec-49ea-964f-1eadb8b7fcd3,83,40.717110000000005,-74.003830000000008,2021-12-24T23:57:48.165Z,4.2971635,0.051773053,enroute,1
1f91edef-955e-410e-94b8-3ed7729796fa,158,40.731570000000005,-73.99289,2021-12-24T23:57:48.228Z,7.2287583,0.045751635,enroute,1
0df729e7-e51b-4773-b74e-6a22d5204307,4848,40.621190000000006,-74.1688,2021-12-25T00:40:27.961Z,104.90907,0.02163966,enroute,1
661084f7-a64c-47a1-88b1-48439acb087b,136,40.65111,-73.785720000000012,2021-12-24T23:57:47.371Z,3.503262,0.02575928,enroute,1
a2d61fc8-591a-42a7-b27c-eae5b74270a9,189,40.768190000000004,-73.97063,2021-12-24T23:57:46.841Z,5.956993,0.03151848,enroute,2
5acc6105-70c0-43c2-b364-fe7883735550,349,40.769600000000004,-73.95469,2021-12-24T23:57:51.699Z,12.152017,0.034819532,enroute,1
ad7ec2bd-b4d0-45a4-8a7e-ed18018a1cc0,1767,40.686440000000005,-74.000340000000008,2021-12-24T23:57:48.156Z,36.622635,0.020725884,enroute,1
7b94bbd3-0f0b-4b8b-8eaf-7c0b20004680,26,40.774730000000005,-73.954050000000009,2021-12-24T23:57:47.888Z,1.5111111,0.05811966,enroute,5
b02215fb-ecea-4a67-8ad2-d622234f67c9,315,40.70602,-74.00351,2021-12-24T23:57:48.211Z,8.656488,0.027480917,enroute,1
37fc80cd-6762-44d7-a4d5-c0e495281984,578,40.737120000000004,-73.90639,2021-12-25T00:40:28.169Z,13.443827,0.023259215,enroute,1
903ad15a-8963-41fe-93ad-18ec06d0c641,54,40.73572,-73.99804,2021-12-24T23:57:46.977Z,2.2810345,0.04224138,enroute,1
7f33f684-7c53-4a2d-822b-6600f0c598be,1013,40.73828,-73.93855,2021-12-24T23:57:46.668Z,26.519642,0.02617931,enroute,6
9d745e16-6ca5-4583-b52a-079e13da7296,957,40.79925,-73.92503,2021-12-24T23:57:46.817Z,21.623772,0.022595372,enroute,1
90395a8e-8a02-4b5d-a13f-240ff33c4b2a,246,40.741220000000006,-74.006040000000013,2021-12-24T23:57:47.305Z,12.467728,0.05068182,enroute,1
972f9d02-549e-4a44-9ff8-3f425340aea5,287,40.774330000000006,-73.95743,2021-12-24T23:57:47.595Z,8.465467,0.029496403,enroute,1
5185ba88-69dc-43b9-ad16-db510c74d98e,12,40.64166,-73.78757,2021-12-24T23:57:47.663Z,0.28527606,0.023773005,enroute,1
02ea8fe1-0724-43cb-82a5-6376e00203e7,368,40.809540000000005,-73.959700000000012,2021-12-24T23:57:48.478Z,11.049364,0.030025445,enroute,1
6bbd2862-750f-4c50-9e3d-b81d097ca0d4,373,40.74136,-73.953240000000008,2021-12-24T23:57:47.816Z,15.807347,0.042378947,enroute,1
147074d7-f15c-440f-8391-8b232673e22c,43,40.753110000000007,-73.98782,2021-12-24T23:57:47.925Z,1.3949405,0.032440476,enroute,1
3bb4f5b3-5cc2-4d6a-a404-ed9eff7b4bda,239,40.75934,-73.99938,2021-12-24T23:57:48.229Z,9.136529,0.038228154,enroute,1
8476f305-31a1-44a7-b89b-844dc82db94c,592,40.720760000000006,-73.985220000000012,2021-12-24T23:57:47.012Z,15.76732,0.026633985,enroute,1
76910d55-b56e-435f-9225-8410899e9357,265,40.768240000000006,-73.95704,2021-12-24T23:57:46.721Z,6.4777775,0.024444444,enroute,1
a0225f9d-c3cd-4e9b-862a-2464499f3e7e,650,40.738020000000006,-73.904320000000013,2021-12-24T23:57:47.290Z,16.605839,0.025547445,enroute,1
6a1adef4-0b7c-41f8-b188-d788e39c93bf,61,40.754360000000005,-73.99082,2021-12-24T23:57:48.460Z,1.5495527,0.025402503,enroute,1
7f450d2e-99ee-429e-bf58-08809ccebab1,611,40.826550000000005,-73.934530000000009,2021-12-24T23:57:51.834Z,13.175754,0.021564245,enroute,1
e131d5a9-5ef8-4ce3-88d8-8c96f4dcf3eb,467,40.76881,-73.90761,2021-12-24T23:57:52.786Z,13.778864,0.029505061,enroute,1
773ac614-9fd1-4af3-9d51-e97468b627e6,46,40.77673,-73.97929,2021-12-25T00:40:27.994Z,1.6968017,0.036886994,enroute,6
a29d8288-efbb-4b4a-a16a-878f166133a9,228,40.79032,-73.969410000000011,2021-12-25T00:40:28.295Z,6.6606746,0.029213484,enroute,1
176f575f-d3ea-4132-8f16-f8c4b9f216b9,359,40.757110000000004,-73.955030000000008,2021-12-24T23:57:46.892Z,12.974729,0.036141306,enroute,1
d1f21716-d3e0-4612-b781-95c1e83bf244,560,40.766740000000006,-73.99029,2021-12-24T23:57:46.730Z,13.788519,0.024622355,enroute,1
2d2bef4e-fb01-4cd5-9a13-bc8dc6fc60fc,262,40.710860000000004,-74.000610000000009,2021-12-25T00:40:28.879Z,10.267568,0.03918919,enroute,2
6b7f0701-d3e8-4d84-a62a-c9a8c8641f18,104,40.77208,-73.87322,2021-12-24T23:57:51.728Z,2.3703938,0.022792248,enroute,2
3d645a47-b3b5-491d-b8a7-147c521f8e37,53,40.737700000000004,-73.9966,2021-12-24T23:57:51.813Z,1.3580965,0.025624461,enroute,1
32281b02-31cb-4b3f-976c-80da71b4e2ce,93,40.7571,-73.97194,2021-12-24T23:57:51.924Z,3.0958223,0.03328841,enroute,1
661084f7-a64c-47a1-88b1-48439acb087b,137,40.651230000000005,-73.78576000000001,2021-12-24T23:57:48.510Z,3.5290213,0.02575928,enroute,1
2a011cc6-153e-47da-96eb-2c35124bae29,588,40.77147,-73.87483,2021-12-24T23:57:51.647Z,14.881481,0.02530864,enroute,3
1560191a-c40f-420b-8ed8-e0452885d4b1,84,40.76849,-73.94932,2021-12-24T23:57:48.623Z,2.0363638,0.024242425,enroute,1
137ee826-2c0a-4247-b238-aa98719afd6a,69,40.783820000000006,-73.96539,2021-12-25T00:40:27.535Z,2.8045163,0.040645164,enroute,5
881d5711-595d-4a5b-8fd8-e86f99d46714,1427,40.763130000000004,-73.95672,2021-12-25T00:40:27.646Z,32.19919,0.022564253,enroute,1
df8f1bdb-a88a-4c45-afb2-9e10d7ca04d0,444,40.76888,-73.908350000000013,2021-12-24T23:57:47.357Z,11.708026,0.026369428,enroute,5
df7ea72f-defb-49f2-8269-a59726fee53b,140,40.739520000000006,-73.98264,2021-12-24T23:57:46.862Z,4.5415382,0.03243956,enroute,1
